instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r clique-par/t4 clique-par/t2 clique-prime clique-prime-par/t32 james-cpp-max-prime james-cpp-max-prime-par/t32
mcs70_m2Dr6_s15_AB01 1 0 4 5 4 6 5 1 2 5 20 17 4 2 2 1 5 0 5
mcs70_m2Dr6_s15_AB02 2 0 3 4 5 7 5 1 2 6 26 20 6 2 1 1 6 0 6
mcs70_m2Dr6_s15_AB03 1 0 4 4 5 7 5 1 3 6 41 18 6 2 2 1 4 0 5
mcs70_m2Dr6_s15_AB04 1 0 3 5 5 6 5 3 2 4 19 22 7 3 2 1 4 0 4
mcs70_m2Dr6_s15_AB05 1 0 3 3 5 8 6 0 1 4 21 9 3 2 2 1 4 0 3
mcs70_m2Dr6_s15_AB06 1 0 4 5 5 7 5 1 3 3 19 10 5 3 1 1 6 0 4
mcs70_m2Dr6_s15_AB07 1 0 4 4 5 7 5 1 3 4 10 10 6 2 1 1 4 0 3
mcs70_m2Dr6_s15_AB08 1 0 4 5 5 6 6 1 2 4 11 14 6 2 1 1 5 0 4
mcs70_m2Dr6_s15_AB09 1 0 3 4 5 7 6 1 2 3 23 12 4 2 2 1 4 0 4
mcs70_m2Dr6_s25_AB00 3 0 6 6 7 9 7 1 2 6 21 36 3 4 4 3 7 0 4
mcs70_m2Dr6_s25_AB01 4 0 6 6 8 10 7 1 2 4 13 14 4 5 4 4 9 0 4
mcs70_m2Dr6_s25_AB02 4 0 6 7 9 11 8 1 2 5 15 21 4 5 4 4 8 0 3
mcs70_m2Dr6_s25_AB03 8 0 8 8 10 12 10 1 3 5 25 31 4 7 7 6 11 0 4
mcs70_m2Dr6_s25_AB04 4 0 6 8 9 12 8 1 2 4 22 21 4 5 5 4 10 0 5
mcs70_m2Dr6_s25_AB05 3 0 5 7 6 8 8 1 2 4 26 19 3 4 3 3 6 0 4
mcs70_m2Dr6_s25_AB06 4 0 5 6 7 9 10 1 4 7 21 28 7 5 4 3 10 0 5
mcs70_m2Dr6_s25_AB07 4 0 5 6 7 9 7 1 2 5 17 11 5 4 4 3 6 0 5
mcs70_m2Dr6_s25_AB08 4 0 5 6 7 9 8 1 2 4 15 28 4 5 4 4 9 0 4
mcs70_m2Dr6_s25_AB09 4 0 6 7 7 9 9 1 2 3 20 25 3 5 4 5 7 0 3
mcs70_m2Dr6_s35_AB00 4 0 6 7 9 9 9 0 1 2 21 13 2 4 4 4 6 0 2
mcs70_m2Dr6_s35_AB01 5 0 7 8 8 11 9 1 2 3 21 30 3 6 5 4 7 0 3
mcs70_m2Dr6_s35_AB02 5 0 7 9 10 10 8 1 2 4 14 15 3 5 5 5 9 0 4
mcs70_m2Dr6_s35_AB03 4 0 5 7 8 11 9 0 1 2 27 14 3 5 4 4 6 0 2
mcs70_m2Dr6_s35_AB04 4 0 5 6 8 8 8 1 2 3 14 36 3 5 4 4 10 0 3
mcs70_m2Dr6_s35_AB05 4 0 7 7 8 10 11 1 3 3 13 13 3 5 5 4 8 0 3
mcs70_m2Dr6_s35_AB06 5 0 7 7 8 9 9 1 2 4 20 13 3 6 5 5 10 0 3
mcs70_m2Dr6_s35_AB07 4 1 7 9 9 9 8 1 2 4 44 15 5 5 5 4 8 0 4
mcs70_m2Dr6_s35_AB08 4 1 7 7 8 10 8 1 3 4 22 30 4 5 4 4 9 0 4
mcs70_m2Dr6_s35_AB09 5 0 6 7 8 12 8 1 3 5 17 25 4 5 4 4 8 0 3
mcs70_m2Dr6_s40_AB00 9 2 12 13 14 17 12 3 3 5 29 17 6 10 9 9 14 2 5
mcs70_m2Dr6_s40_AB01 8 8 10 10 10 13 13 8 9 10 25 25 10 9 8 8 14 8 9
mcs70_m2Dr6_s40_AB02 8 1 10 11 13 14 13 2 3 4 27 29 5 9 9 8 14 1 5
mcs70_m2Dr6_s40_AB03 7 4 8 11 10 12 10 5 6 8 15 44 7 7 7 9 12 6 6
mcs70_m2Dr6_s40_AB04 8 8 9 11 13 15 11 8 8 9 34 24 10 8 8 10 12 2 5
mcs70_m2Dr6_s40_AB05 6 0 8 8 9 12 9 1 3 4 26 22 5 7 6 6 10 0 4
mcs70_m2Dr6_s40_AB06 9 1 11 12 13 16 12 1 2 4 37 42 3 9 9 9 13 1 4
mcs70_m2Dr6_s40_AB07 8 14 9 11 12 11 12 10 12 11 32 16 12 8 8 7 11 10 12
mcs70_m2Dr6_s40_AB08 8 2 9 11 13 12 13 1 2 4 24 25 4 8 9 8 12 2 4
mcs70_m2Dr6_s40_AB09 9 3 12 12 14 16 13 7 7 8 31 37 9 9 9 9 12 3 8
mcs70_m2Dr6_s50_AB00 19 3 20 20 22 24 23 3 4 5 51 30 5 20 19 18 25 3 5
mcs70_m2Dr6_s50_AB01 19 4 23 23 26 26 25 7 8 9 40 30 8 21 19 19 25 4 9
mcs70_m2Dr6_s50_AB02 25 2 27 28 27 32 27 4 5 5 35 75 5 25 25 31 30 2 5
mcs70_m2Dr6_s50_AB03 22 5 24 26 28 28 25 10 9 10 41 45 10 23 22 22 25 5 11
mcs70_m2Dr6_s50_AB04 19 6 22 22 25 25 25 3 2 6 42 30 5 20 19 19 24 0 5
mcs70_m2Dr6_s50_AB05 22 1 23 25 24 27 25 2 3 4 42 41 4 21 21 22 28 1 4
mcs70_m2Dr6_s50_AB06 18 6 19 22 21 25 22 1 2 5 36 42 5 19 19 18 22 0 4
mcs70_m2Dr6_s50_AB07 23 3 26 27 27 29 29 8 9 13 31 38 11 24 24 23 31 2 11
mcs70_m2Dr6_s50_AB08 19 10 22 21 26 27 24 4 4 14 30 35 8 20 19 19 25 2 6
mcs70_m2Dr6_s50_AB09 19 8 21 21 21 24 23 6 7 10 50 31 8 20 19 24 23 7 8
mcs70_m2Dr6_s60_AB00 17 100 18 20 19 21 19 42 39 47 39 36 44 18 16 16 20 98 45
mcs70_m2Dr6_s60_AB01 16 61 17 17 19 21 18 142 130 132 25 53 129 15 15 15 21 61 109
mcs70_m2Dr6_s60_AB02 11 37 12 14 14 15 14 37 38 36 23 27 41 11 11 11 15 35 40
mcs70_m2Dr6_s60_AB03 10 104 13 13 14 15 16 153 154 161 30 27 163 10 10 10 13 102 148
mcs70_m2Dr6_s60_AB04 16 274 17 19 16 19 19 593 588 488 25 37 595 15 15 20 17 271 555
mcs70_m2Dr6_s60_AB05 11 101 12 13 15 17 14 151 144 146 44 42 136 11 11 11 16 81 152
mcs70_m2Dr6_s60_AB06 12 120 12 14 17 16 15 106 110 102 34 26 110 11 11 14 18 119 115
mcs70_m2Dr6_s60_AB07 14 25 14 12 15 16 15 36 37 38 31 31 38 13 11 11 16 24 40
mcs70_m2Dr6_s60_AB08 13 33 15 17 17 17 17 42 27 45 29 32 44 13 13 13 18 32 46
mcs70_m2Dr6_s60_AB09 19 204 19 21 20 24 20 144 139 153 52 43 149 18 18 19 24 206 149
mcs70_m2Dr6_s70_AB00 24 8 26 30 28 30 28 6 6 7 57 38 7 24 24 24 32 8 7
mcs70_m2Dr6_s70_AB01 23 114 25 26 27 27 28 153 152 150 49 33 149 24 24 23 28 111 159
mcs70_m2Dr6_s70_AB02 22 8 23 24 25 28 24 12 12 15 37 33 15 22 22 22 27 8 14
mcs70_m2Dr6_s70_AB03 32 714 30 33 33 32 37 826 899 878 48 50 868 30 29 31 37 727 807
mcs70_m2Dr6_s70_AB04 26 268 24 27 26 29 26 227 238 234 47 39 222 23 25 23 28 263 231
mcs70_m2Dr6_s70_AB05 24 41 26 27 28 31 27 48 48 49 60 63 53 24 24 24 29 40 51
mcs70_m2Dr6_s70_AB06 23 24 25 24 26 28 29 19 19 20 39 40 22 24 23 23 29 23 20
mcs70_m2Dr6_s70_AB07 25 369 24 25 27 27 26 42 40 51 38 85 46 22 23 22 27 108 43
mcs70_m2Dr6_s70_AB08 21 42 23 26 27 28 25 69 75 77 31 37 78 22 22 21 26 25 77
mcs70_m2Dr6_s70_AB09 21 760 22 24 25 26 24 127 127 280 27 44 126 21 21 21 25 199 125
mcs70_m2Dr6_s80_AB00 519 12520 68 61 67 71 66 15049 16014 16353 61 62 16363 132 155 162 72 12568 16515
mcs70_m2Dr6_s80_AB01 64 997 48 52 49 51 48 1217 1210 1247 66 59 1270 45 51 64 52 520 732
mcs70_m2Dr6_s80_AB02 74 12579 49 51 52 68 52 8024 8111 4542 58 55 8128 51 56 88 53 4698 8305
mcs70_m2Dr6_s80_AB03 37 1922 38 43 38 37 39 1252 1242 1214 49 44 1223 35 35 36 38 1896 1211
mcs70_m2Dr6_s80_AB04 46 1257 43 41 49 49 47 439 477 483 56 54 461 43 42 46 49 1263 470
mcs70_m2Dr6_s80_AB05 74 4897 47 49 55 58 56 6870 6938 6935 62 71 6914 54 56 74 59 3337 6975
mcs70_m2Dr6_s80_AB06 57 747 49 51 56 56 53 1805 1735 1803 67 72 1856 50 50 57 57 828 1825
mcs70_m2Dr6_s80_AB07 88 12922 49 51 52 57 50 6458 6628 7040 53 64 6620 55 64 87 55 13044 6736
mcs70_m2Dr6_s80_AB08 42 1895 38 42 39 46 39 3202 2919 3016 47 63 3079 36 38 43 44 1897 2952
mcs70_m2Dr6_s80_AB09 78 43488 48 51 52 58 51 20868 20877 20928 54 66 20932 52 58 78 53 40175 20907
mcs70_m2Dr6_s90_AB00 93 60149 79 79 83 95 88 10350 10280 8149 96 92 8415 81 83 92 86 8511 10323
mcs70_m2Dr6_s90_AB01 127 16318 83 83 82 101 91 17660 12780 9763 93 86 16331 83 94 127 78 13225 16795
mcs70_m2Dr6_s90_AB02 88 47727 70 68 78 79 75 2350 3545 2378 80 87 2380 72 78 88 78 3905 1240
mcs70_m2Dr6_s90_AB03 145 1518 78 83 80 91 84 1220 1142 1194 95 106 1205 81 117 120 80 1503 1166
mcs70_m2Dr6_s90_AB04 140 14087 89 89 87 89 92 2103 2006 2006 100 97 2097 100 108 140 91 4097 1985
mcs70_m2Dr6_s90_AB05 103 4622 78 81 90 79 82 2843 2786 2840 90 84 2874 84 86 102 88 1773 2817
mcs70_m2Dr6_s90_AB06 81 8968 72 72 71 76 77 19147 19161 19095 89 89 19176 71 73 96 76 2553 7611
mcs70_m2Dr6_s90_AB07 70 808 69 74 71 75 73 1094 1055 1049 89 88 1100 70 68 75 74 802 1011
mcs70_m2Dr6_s90_AB08 349 100000 126 116 112 130 113 100000 100000 100001 106 106 100001 158 208 377 117 82486 66163
mcs70_m2Dr6_s90_AB09 156 7939 86 85 90 86 87 15463 10564 15411 97 94 15257 93 111 166 84 7725 15172
mcs70_m3D_s100_AB00 36 82780 35 37 38 35 40 15876 15971 15996 58 46 16052 32 32 37 37 33853 8856
mcs70_m3D_s100_AB01 48 23807 42 43 42 44 47 41709 39682 41611 48 68 41662 42 42 61 46 23252 38326
mcs70_m3D_s100_AB02 43 10380 32 33 39 40 40 9741 9758 9722 56 54 9899 32 37 36 37 10208 9874
mcs70_m3D_s100_AB03 49 75523 37 41 39 41 38 72521 72120 72639 60 47 55854 36 38 62 39 76590 72066
mcs70_m3D_s100_AB04 47 42737 41 44 45 48 50 35348 35502 33224 86 55 30132 42 42 47 48 40811 35512
mcs70_m3D_s100_AB05 45 62797 36 40 41 43 43 62361 61970 63065 39 39 62170 35 38 45 40 53252 50226
mcs70_m3D_s100_AB06 33 45592 31 38 36 46 34 69257 69645 70280 37 50 69926 32 31 40 38 45101 70281
mcs70_m3D_s100_AB07 31 27388 30 35 39 39 37 22349 22206 22312 53 65 22363 31 30 39 38 27142 22309
mcs70_m3D_s100_AB08 34 594 34 38 39 37 38 564 566 566 58 65 606 34 33 34 37 551 567
mcs70_m3D_s100_AB09 31 20339 30 34 33 39 35 54604 54814 54702 47 43 52398 29 31 32 34 20335 54604
mcs70_m3D_s35_AB00 4 0 6 8 9 10 8 1 2 3 20 30 3 5 4 5 9 0 3
mcs70_m3D_s35_AB01 4 0 6 7 8 9 8 1 2 4 22 29 4 4 4 5 7 0 4
mcs70_m3D_s35_AB02 5 0 7 9 9 13 9 1 1 4 16 15 3 6 6 5 12 0 3
mcs70_m3D_s35_AB03 6 0 8 10 10 13 10 1 1 4 14 25 5 6 6 6 12 0 3
mcs70_m3D_s35_AB04 5 0 7 7 9 10 9 0 1 2 18 23 2 6 5 5 9 0 2
mcs70_m3D_s35_AB05 4 0 6 7 7 9 8 1 2 3 13 20 2 5 4 4 7 0 3
mcs70_m3D_s35_AB06 4 0 6 7 8 11 8 1 1 3 24 29 3 6 4 5 9 0 4
mcs70_m3D_s35_AB07 4 0 6 7 8 9 8 0 1 3 12 22 2 4 4 4 7 0 2
mcs70_m3D_s35_AB08 4 0 6 7 7 10 8 0 1 2 30 14 1 5 4 5 7 0 2
mcs70_m3D_s35_AB09 5 0 8 9 10 12 8 1 2 4 25 13 3 6 5 7 7 0 3
mcs70_m3D_s40_AB00 9 2 11 13 14 17 12 3 4 5 28 40 5 9 9 10 12 4 5
mcs70_m3D_s40_AB01 7 10 11 11 11 12 12 4 7 9 24 16 10 8 8 7 12 5 7
mcs70_m3D_s40_AB02 8 3 9 12 9 13 12 4 5 7 31 18 11 8 8 10 12 3 6
mcs70_m3D_s40_AB03 8 0 11 12 14 15 13 1 3 4 39 25 5 9 8 11 13 0 4
mcs70_m3D_s40_AB04 10 6 12 12 12 14 13 3 3 6 34 42 5 9 9 9 14 1 4
mcs70_m3D_s40_AB05 13 1 12 12 12 14 13 3 4 5 28 31 5 10 10 11 14 1 5
mcs70_m3D_s40_AB06 9 1 9 11 12 14 13 2 3 5 22 38 6 9 9 11 12 1 4
mcs70_m3D_s40_AB07 8 1 9 10 12 16 13 2 3 4 21 26 5 9 9 11 14 1 5
mcs70_m3D_s40_AB08 7 2 8 9 11 13 10 3 4 6 23 24 5 8 8 10 13 2 7
mcs70_m3D_s40_AB09 7 6 11 10 11 14 12 3 4 7 26 24 7 9 8 7 14 3 6
mcs70_m3D_s90_AB00 77 146 76 74 80 82 81 101 101 96 94 80 98 75 73 91 74 142 95
mcs70_m3D_s90_AB01 224 2704 104 106 111 114 107 3454 2889 2901 98 88 2940 126 150 238 106 1958 2873
mcs70_m3D_s90_AB02 92 8794 72 72 74 83 82 5479 4192 5535 90 97 5449 75 77 97 76 4968 4215
mcs70_m3D_s90_AB03 157 31786 87 88 87 101 87 18070 18278 18197 98 88 18367 97 114 169 84 13680 18387
mcs70_m3D_s90_AB04 80 821 66 71 69 74 71 1026 990 980 75 75 1051 69 70 79 75 828 950
mcs70_m3D_s90_AB05 114 9138 90 95 93 93 92 3295 3344 2913 92 91 2619 98 96 114 94 3803 3404
mcs70_m3D_s90_AB06 125 1445 90 86 94 102 92 1522 1512 1486 98 103 1509 93 102 123 92 1413 1482
mcs70_m3D_s90_AB07 87 2473 80 77 77 86 78 1859 1841 1863 102 90 1816 78 78 87 82 2406 1899
mcs70_m3D_s90_AB08 83 1029 70 72 74 79 75 1312 1307 1358 73 84 1248 69 72 83 77 988 1278
mcs70_m3D_s90_AB09 95 5396 79 71 75 80 74 4075 5829 4154 104 95 4274 80 80 96 87 5218 3727
mcs70_m3Dr2_s100_AB00 31 14673 32 37 33 43 35 18565 18601 18920 46 50 18797 31 30 40 33 5257 6328
mcs70_m3Dr2_s100_AB01 27 6529 28 35 29 31 30 14671 14582 14557 41 54 14624 27 26 27 29 6553 14561
mcs70_m3Dr2_s100_AB02 61 6172 44 44 47 52 52 9308 9327 9342 62 75 8402 41 44 47 44 5999 5894
mcs70_m3Dr2_s100_AB03 35 37019 33 35 38 37 37 39945 39352 40190 49 56 40193 33 34 34 40 36446 40329
mcs70_m3Dr2_s100_AB04 39 29039 34 36 38 37 37 16148 16297 12253 51 56 16353 33 34 39 41 28678 15092
mcs70_m3Dr2_s100_AB05 33 13910 31 33 33 36 33 9869 10307 10243 48 50 10202 30 31 32 34 10401 7760
mcs70_m3Dr2_s100_AB06 36 50553 37 37 40 43 37 98907 99370 99833 55 40 99792 38 34 36 43 51001 99965
mcs70_m3Dr2_s100_AB07 47 98326 36 41 44 49 47 46343 44361 45732 49 77 45937 37 38 47 43 17758 17745
mcs70_m3Dr2_s100_AB08 48 100000 35 39 42 40 41 27394 22026 22094 52 42 27649 38 38 48 39 52449 45015
mcs70_m3Dr2_s100_AB09 28 10023 28 30 34 31 33 12292 12299 11967 36 47 12278 27 26 27 36 9812 12272
mcs70_m3Dr2_s35_AB00 5 0 7 8 8 11 8 1 2 2 21 22 3 5 5 5 8 0 3
mcs70_m3Dr2_s35_AB01 5 0 7 9 9 10 10 1 2 3 14 30 3 6 5 5 10 0 3
mcs70_m3Dr2_s35_AB02 5 1 6 8 9 10 8 1 2 5 14 23 4 6 5 4 7 0 3
mcs70_m3Dr2_s35_AB03 5 0 8 7 9 12 9 1 1 3 21 20 3 5 5 6 8 0 3
mcs70_m3Dr2_s35_AB04 5 0 6 8 9 11 10 1 1 3 23 15 4 6 5 5 10 0 3
mcs70_m3Dr2_s35_AB05 5 0 7 7 8 11 9 0 1 2 31 25 3 6 5 6 8 0 2
mcs70_m3Dr2_s35_AB06 5 0 7 8 9 11 8 1 2 3 22 22 3 5 5 5 7 0 2
mcs70_m3Dr2_s35_AB07 5 0 7 8 8 10 8 0 1 2 13 40 3 6 5 4 7 0 2
mcs70_m3Dr2_s35_AB08 5 1 7 8 8 10 9 1 2 4 15 22 5 5 5 5 10 0 3
mcs70_m3Dr2_s35_AB09 10 0 9 10 11 14 13 1 1 3 23 20 3 8 7 9 13 0 3
mcs70_m3Dr2_s40_AB00 10 14 11 10 11 13 13 4 4 8 25 16 6 8 8 8 12 2 5
mcs70_m3Dr2_s40_AB01 8 1 9 9 10 12 11 1 2 4 24 30 4 8 9 8 12 0 3
mcs70_m3Dr2_s40_AB02 7 0 10 11 11 12 12 1 2 4 17 21 5 7 7 7 10 0 3
mcs70_m3Dr2_s40_AB03 9 1 13 13 11 15 12 3 5 6 21 28 7 10 9 9 14 1 7
mcs70_m3Dr2_s40_AB04 9 1 11 12 14 15 12 4 5 7 27 18 6 9 9 9 13 2 6
mcs70_m3Dr2_s40_AB05 7 2 9 11 11 13 11 3 4 5 26 29 6 8 8 7 11 2 7
mcs70_m3Dr2_s40_AB06 8 1 10 11 13 14 12 1 3 4 26 26 4 9 9 8 12 1 4
mcs70_m3Dr2_s40_AB07 9 2 8 9 11 12 11 1 2 3 29 24 3 8 7 6 11 0 2
mcs70_m3Dr2_s40_AB08 9 0 10 13 13 14 13 1 2 4 18 34 3 10 9 9 14 0 3
mcs70_m3Dr2_s40_AB09 7 0 10 10 13 13 10 1 2 3 23 25 4 8 7 7 12 0 3
mcs70_m3Dr2_s90_AB00 73 2179 64 65 70 74 70 3550 3386 3593 85 88 3508 67 68 74 76 2096 3572
mcs70_m3Dr2_s90_AB01 88 2078 74 76 77 79 75 3286 3337 3306 81 93 3385 78 77 88 80 2030 3070
mcs70_m3Dr2_s90_AB02 71 3345 61 65 62 65 62 2137 2401 2420 90 82 2444 63 64 71 70 3264 2134
mcs70_m3Dr2_s90_AB03 77 5682 76 76 76 82 77 3111 3124 3023 91 91 3124 69 75 77 79 1637 2980
mcs70_m3Dr2_s90_AB04 62 464 63 66 67 67 62 107 105 113 108 88 102 61 59 74 62 160 104
mcs70_m3Dr2_s90_AB05 194 16797 97 103 96 102 99 27261 27212 27261 86 109 27079 116 128 213 95 16328 27082
mcs70_m3Dr2_s90_AB06 144 26870 81 87 81 85 86 2543 2491 2040 82 81 2043 93 98 129 85 2581 2484
mcs70_m3Dr2_s90_AB07 67 674 63 66 65 75 70 410 414 433 82 92 328 67 64 67 71 712 421
mcs70_m3Dr2_s90_AB08 79 470 71 74 69 81 70 717 734 710 85 87 716 70 72 89 75 459 718
mcs70_m3Dr2_s90_AB09 84 1713 74 76 77 78 77 1611 1496 1453 87 87 1547 76 75 83 85 1667 1589
mcs70_m3Dr4_s100_AB00 34 4461 31 37 36 39 37 4032 4012 4133 50 48 4052 31 32 34 34 4502 3624
mcs70_m3Dr4_s100_AB01 34 642 36 38 38 40 37 206 231 247 48 51 242 34 34 41 39 649 247
mcs70_m3Dr4_s100_AB02 29 4811 29 35 36 35 34 10611 10147 10602 37 57 10627 29 29 28 34 4814 10737
mcs70_m3Dr4_s100_AB03 45 3357 36 39 42 36 40 3743 3747 3691 43 55 3742 33 33 40 37 3197 3754
mcs70_m3Dr4_s100_AB04 27 5067 28 31 32 33 30 6030 6444 6283 45 43 6434 27 26 26 34 4998 6441
mcs70_m3Dr4_s100_AB05 45 11195 33 32 37 44 36 15811 14555 15825 43 49 14433 29 34 33 39 10956 15864
mcs70_m3Dr4_s100_AB06 105 100000 56 59 60 67 64 100000 100000 100000 73 62 100001 59 75 104 60 100000 100001
mcs70_m3Dr4_s100_AB07 34 6756 32 37 39 39 37 13318 10300 13221 55 77 13218 33 32 33 38 6678 13362
mcs70_m3Dr4_s100_AB08 36 8209 34 37 40 41 35 6303 6298 6238 56 46 5259 32 34 36 39 5100 5109
mcs70_m3Dr4_s100_AB09 28 28536 27 31 32 32 32 46495 56485 53963 47 40 53362 26 28 28 31 12684 10130
mcs70_m3Dr4_s35_AB00 4 0 6 8 8 9 8 1 1 3 20 24 3 5 4 4 6 0 3
mcs70_m3Dr4_s35_AB01 5 0 7 8 8 12 10 0 1 3 26 45 2 6 5 5 10 0 2
mcs70_m3Dr4_s35_AB02 5 0 7 10 8 11 10 0 1 2 39 23 2 6 5 6 8 0 2
mcs70_m3Dr4_s35_AB03 6 0 7 8 10 10 10 1 1 3 14 39 3 5 5 6 7 0 3
mcs70_m3Dr4_s35_AB04 5 0 7 8 8 10 9 1 1 2 14 13 2 5 6 5 9 0 2
mcs70_m3Dr4_s35_AB05 6 0 8 9 9 12 9 1 2 4 46 38 4 7 6 5 9 0 3
mcs70_m3Dr4_s35_AB06 5 0 7 9 11 11 10 1 1 2 28 16 2 6 6 5 8 0 2
mcs70_m3Dr4_s35_AB07 4 0 6 7 8 11 8 0 1 1 37 25 2 5 4 4 8 0 2
mcs70_m3Dr4_s35_AB08 4 0 6 8 8 8 8 0 1 2 14 12 2 5 4 4 7 0 1
mcs70_m3Dr4_s35_AB09 5 0 8 9 9 11 10 1 2 4 16 14 3 6 6 5 8 0 2
mcs70_m3Dr4_s40_AB00 10 0 12 15 14 15 14 1 2 4 29 20 4 11 11 10 15 0 4
mcs70_m3Dr4_s40_AB01 7 1 8 9 11 13 11 1 1 3 14 26 3 8 7 7 11 0 3
mcs70_m3Dr4_s40_AB02 7 1 8 11 10 16 10 2 3 4 19 25 4 8 7 7 11 1 4
mcs70_m3Dr4_s40_AB03 9 2 10 12 13 14 13 3 3 7 19 27 6 8 9 8 15 1 4
mcs70_m3Dr4_s40_AB04 8 1 11 12 12 15 11 2 3 5 33 31 6 8 8 8 14 1 6
mcs70_m3Dr4_s40_AB05 10 5 12 13 14 16 14 18 18 21 29 20 20 10 10 10 16 0 4
mcs70_m3Dr4_s40_AB06 7 1 9 10 10 14 11 1 2 4 15 17 4 9 7 7 9 0 3
mcs70_m3Dr4_s40_AB07 8 2 9 11 12 14 11 3 3 5 18 40 5 8 8 7 13 1 3
mcs70_m3Dr4_s40_AB08 8 0 9 11 10 13 12 1 2 4 24 18 4 7 8 7 11 0 4
mcs70_m3Dr4_s40_AB09 6 0 8 12 10 12 10 1 2 4 17 17 4 7 7 6 11 0 3
mcs70_m3Dr4_s90_AB00 98 999 66 69 76 72 70 1255 1258 1333 87 83 1256 70 69 74 75 861 1261
mcs70_m3Dr4_s90_AB01 82 2787 60 64 70 71 69 557 325 321 83 70 409 64 67 70 68 605 338
mcs70_m3Dr4_s90_AB02 74 1862 70 73 75 73 76 1020 973 1014 84 85 1044 70 70 73 80 909 971
mcs70_m3Dr4_s90_AB03 75 113 71 78 80 77 73 192 197 191 86 85 188 72 73 97 74 110 149
mcs70_m3Dr4_s90_AB04 91 4149 76 78 82 87 80 2353 1463 2136 93 89 2387 76 83 92 88 2423 2805
mcs70_m3Dr4_s90_AB05 83 3446 67 76 77 83 80 4066 4103 4109 85 80 4122 71 74 83 73 3383 3977
mcs70_m3Dr4_s90_AB06 138 1304 80 80 84 91 81 1828 1794 1727 87 106 1799 87 100 137 86 1260 1856
mcs70_m3Dr4_s90_AB07 86 656 76 79 81 86 85 473 457 466 81 85 491 78 82 86 86 535 323
mcs70_m3Dr4_s90_AB08 89 377 72 72 82 76 80 333 337 336 72 78 346 76 76 89 79 368 337
mcs70_m3Dr4_s90_AB09 91 406 77 77 79 87 80 485 471 456 86 90 468 77 82 90 78 395 423
mcs70_m3Dr6_s100_AB00 38 7031 40 40 42 43 40 7463 7360 7335 55 53 7255 36 36 38 40 7018 7410
mcs70_m3Dr6_s100_AB01 31 24691 32 32 34 40 36 23015 26586 26804 44 49 26489 30 30 31 36 24447 26457
mcs70_m3Dr6_s100_AB02 28 8540 30 30 30 32 35 8423 6643 6960 38 44 8591 28 27 28 30 8377 8482
mcs70_m3Dr6_s100_AB03 27 544 27 32 33 31 34 465 450 452 38 47 413 26 27 27 32 530 456
mcs70_m3Dr6_s100_AB04 35 4934 36 39 42 40 41 3929 4395 4464 42 57 4144 34 34 35 37 3634 3561
mcs70_m3Dr6_s100_AB05 32 13073 32 37 37 35 35 11475 10494 10858 45 46 9931 31 31 31 36 12700 10622
mcs70_m3Dr6_s100_AB06 30 1117 32 34 33 39 35 3485 3451 3430 52 44 3462 28 28 29 32 829 710
mcs70_m3Dr6_s100_AB07 37 3874 31 34 34 34 34 6699 6710 6694 49 63 6612 28 28 28 41 3809 6739
mcs70_m3Dr6_s100_AB08 30 4480 28 34 38 35 33 12445 11752 12525 46 62 12490 30 30 30 31 4411 12525
mcs70_m3Dr6_s100_AB09 40 1422 35 37 38 46 43 2070 2088 2082 50 58 2126 34 37 40 39 1533 2168
mcs70_m3Dr6_s35_AB00 4 0 6 6 9 10 9 1 1 3 46 18 3 4 4 4 7 0 2
mcs70_m3Dr6_s35_AB01 7 0 9 10 12 12 10 1 2 4 30 17 5 7 7 7 12 0 3
mcs70_m3Dr6_s35_AB02 5 0 7 9 8 11 10 0 1 2 21 16 2 6 5 5 8 0 2
mcs70_m3Dr6_s35_AB03 4 0 7 7 8 10 8 1 2 4 24 15 3 5 4 4 7 0 3
mcs70_m3Dr6_s35_AB04 5 0 7 8 9 10 9 1 2 4 26 38 4 6 6 5 10 0 4
mcs70_m3Dr6_s35_AB05 5 0 7 8 8 9 9 0 3 2 22 29 2 6 5 5 8 0 2
mcs70_m3Dr6_s35_AB06 4 0 7 8 9 10 9 0 1 2 25 17 3 5 5 4 8 0 3
mcs70_m3Dr6_s35_AB07 6 0 8 7 9 12 9 1 2 3 24 15 3 6 6 6 9 0 3
mcs70_m3Dr6_s35_AB08 8 0 9 10 12 14 14 0 1 2 25 27 2 9 8 8 11 0 2
mcs70_m3Dr6_s35_AB09 4 0 6 8 7 9 8 1 2 4 21 12 4 5 5 4 9 0 3
mcs70_m3Dr6_s40_AB00 7 2 8 10 10 12 11 1 2 4 23 24 4 7 7 9 12 1 4
mcs70_m3Dr6_s40_AB01 7 4 9 10 10 12 12 1 3 6 20 25 5 8 7 7 12 0 5
mcs70_m3Dr6_s40_AB02 7 1 9 9 11 14 9 1 2 4 44 42 4 7 7 7 14 1 4
mcs70_m3Dr6_s40_AB03 7 2 10 11 11 13 11 1 2 4 17 29 4 7 7 7 12 0 5
mcs70_m3Dr6_s40_AB04 8 1 10 11 11 13 12 1 3 5 29 25 5 8 8 7 14 0 5
mcs70_m3Dr6_s40_AB05 6 0 8 10 11 13 10 1 2 4 24 20 3 7 7 6 10 0 4
