instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r
mcs30_b06m_s35_AB04 4 3 5 6 6 9 7 2 4 5 13 22 5
mcs30_b06m_s35_AB05 7 31 7 8 10 10 9 7 7 9 17 28 8
mcs30_b06m_s35_AB06 14 33 9 11 11 13 11 12 11 14 28 25 15
mcs30_b06m_s35_AB07 6 26 6 6 9 10 9 8 4 7 33 37 6
mcs30_b06m_s35_AB08 5 19 5 7 7 10 8 4 5 6 25 21 6
mcs30_b06m_s35_AB09 6 13 6 9 9 10 9 3 5 7 23 16 7
mcs30_b06m_s40_AB00 16 57 10 11 12 14 13 27 26 28 30 30 28
mcs30_b06m_s40_AB01 24 27 10 14 13 15 13 9 10 12 33 46 12
mcs30_b06m_s40_AB02 13 34 9 10 10 15 12 12 10 18 29 31 8
mcs30_b06m_s40_AB03 18 63 10 13 14 17 13 20 21 24 26 20 23
mcs30_b06m_s40_AB04 9 14 9 10 9 11 10 6 6 8 31 22 10
mcs30_b06m_s40_AB05 20 73 11 12 13 14 13 22 22 20 27 20 19
mcs30_b06m_s40_AB06 18 70 11 13 12 15 14 29 26 27 33 26 28
mcs30_b06m_s40_AB07 16 58 8 11 10 13 11 18 13 15 40 16 20
mcs30_b06m_s40_AB08 12 89 8 10 11 12 11 23 17 15 34 25 15
mcs30_b06m_s40_AB09 34 153 13 14 13 19 16 65 55 57 35 36 56
mcs30_b06m_s50_AB00 864 1502 106 61 54 75 58 370 364 264 70 70 277
mcs30_b06m_s50_AB01 2275 5029 239 136 107 114 106 1482 1046 916 153 153 925
mcs30_b06m_s50_AB02 948 5590 135 78 73 73 75 2667 1965 983 86 82 1016
mcs30_b06m_s50_AB03 331 1199 47 38 40 44 46 451 360 352 61 67 321
mcs30_b06m_s50_AB04 1909 1289 221 124 102 112 97 675 434 415 127 165 419
mcs30_b06m_s50_AB05 268 1300 55 51 53 61 52 451 366 404 56 58 286
mcs30_b06m_s50_AB06 1324 4195 177 110 89 111 89 952 994 616 121 111 668
mcs30_b06m_s50_AB07 3882 5791 515 294 210 236 209 2015 1697 1447 298 304 1430
mcs30_b06m_s50_AB08 1639 6148 222 142 117 134 116 2750 1952 2727 127 133 1945
mcs30_b06m_s50_AB09 305 3075 61 46 47 49 46 510 380 256 60 47 569
mcs30_b06m_s60_AB00 265 4432 57 37 39 45 39 1969 1848 2218 56 41 1768
mcs30_b06m_s60_AB01 128 1099 28 23 30 32 26 404 437 410 36 39 589
mcs30_b06m_s60_AB02 73 1343 20 21 27 23 24 703 665 659 32 29 652
mcs30_b06m_s60_AB03 50 693 15 15 19 17 16 251 210 212 35 24 194
mcs30_b06m_s60_AB04 60 3384 21 21 21 26 24 239 238 228 33 56 240
mcs30_b06m_s60_AB05 629 19030 95 60 53 57 51 5618 6421 5615 69 73 6953
mcs30_b06m_s60_AB06 32 322 16 15 19 18 17 162 187 179 28 36 150
mcs30_b06m_s60_AB07 72 1232 18 20 22 26 22 596 559 576 41 31 591
mcs30_b06m_s60_AB08 375 893 63 42 41 40 41 375 390 393 59 56 390
mcs30_b06m_s60_AB09 56 1251 18 18 18 20 18 388 503 310 45 34 371
mcs30_b06m_s70_AB00 3169 69725 458 256 191 195 186 30744 18196 17395 234 236 18104
mcs30_b06m_s70_AB01 4876 28238 647 350 259 272 251 12617 9455 9932 342 342 9392
mcs30_b06m_s70_AB02 8069 78035 1004 540 388 397 384 36186 27954 36244 468 476 36292
mcs30_b06m_s70_AB03 9501 61584 1048 556 414 423 407 32650 32793 32304 506 526 32483
mcs30_b06m_s70_AB04 4049 13778 540 312 211 232 214 5474 4849 5003 276 279 5006
mcs30_b06m_s70_AB05 4634 28107 563 305 222 240 229 13310 13488 13575 296 296 13394
mcs30_b06m_s70_AB06 4007 99895 483 320 242 252 239 65278 64393 58467 274 236 58492
mcs30_b06m_s70_AB07 37 1046 21 20 26 27 27 414 360 337 39 62 282
mcs30_b06m_s70_AB08 100000 73029 21816 10983 8300 8213 8277 38591 43443 36771 10903 10859 37408
mcs30_b06m_s70_AB09 1862 37543 238 158 107 138 111 11289 9518 9263 138 154 9451
mcs30_b06m_s80_AB00 77565 100000 8195 4279 3280 3486 3282 100000 100001 100001 3615 3771 100002
mcs30_b06m_s80_AB01 100000 100000 8717 4512 3474 3532 3478 100001 100001 100002 3782 3774 100001
mcs30_b06m_s80_AB02 65452 100000 8101 4271 3078 2972 3069 100000 100001 100001 3687 3684 100001
mcs30_b06m_s80_AB03 45332 100000 5706 2932 2089 2154 2091 100000 100000 100002 2553 2546 100001
mcs30_b06m_s80_AB04 22579 100000 2859 1571 1196 1232 1192 100000 100001 100002 1319 1344 100002
mcs30_b06m_s80_AB05 28512 100000 3606 1902 1457 1440 1477 100000 100001 100002 1611 1583 100002
mcs30_b06m_s80_AB06 100000 100000 14382 7326 5219 5284 5233 100000 100000 100001 6370 6346 100001
mcs30_b06m_s80_AB07 78723 100000 9859 5067 3939 4000 3935 100000 100001 100001 4426 4373 100001
mcs30_b06m_s80_AB08 92103 100000 8219 4227 3102 3019 3092 100000 100001 100002 3683 3727 100001
mcs30_b06m_s80_AB09 59989 100000 7014 3583 2588 2665 2586 100000 100001 100002 3190 3195 100001
mcs30_b06m_s90_AB00 100000 100000 100001 100002 100003 100041 100003 100000 100000 100002 100000 100000 100002
mcs30_b06m_s90_AB01 100000 100000 100002 100002 100003 100005 100003 100000 100000 100001 100000 100000 100001
mcs30_b06m_s90_AB02 100000 100000 100001 91188 75423 77199 75559 100000 100001 100002 97562 96722 100001
mcs30_b06m_s90_AB03 100000 100000 100001 52588 43814 43201 43150 100000 100000 100001 56157 56418 100001
mcs30_b06m_s90_AB04 100000 100000 100001 100002 100003 100005 100003 100000 100000 100001 100000 100000 100001
mcs30_b06m_s90_AB05 100000 100000 100001 100002 100003 100004 100003 100000 100000 100001 100000 100000 100001
mcs30_b06m_s90_AB06 100000 100000 100001 100002 100003 100004 100003 100000 100000 100001 100000 100000 100001
mcs30_b06m_s90_AB07 100000 100000 100001 67903 56284 56153 56024 100000 100000 100001 74266 73997 100002
mcs30_b06m_s90_AB08 100000 100000 100001 100001 100003 100006 100003 100000 100000 100001 100000 100000 100001
mcs30_b06m_s90_AB09 100000 100000 100001 100002 100003 100004 100004 100000 100000 100001 100000 100000 100001
mcs30_b09_s100_AB00 163 77035 48 39 47 50 42 45933 45428 50614 53 56 46014
mcs30_b09_s100_AB01 810 100000 128 87 81 81 79 51615 51806 60647 82 99 53997
mcs30_b09_s100_AB02 3548 100000 474 263 222 237 228 100000 100001 100001 249 246 100001
mcs30_b09_s100_AB03 3839 100000 522 295 249 275 248 100000 100000 100001 257 253 100001
mcs30_b09_s100_AB04 2582 100000 363 234 159 179 156 100000 100000 100001 208 199 100001
mcs30_b09_s100_AB05 16146 100000 2504 1562 1289 1376 1312 100000 100000 100001 1066 1046 100001
mcs30_b09_s100_AB06 2189 100000 302 186 144 170 144 100000 100000 100001 162 158 100001
mcs30_b09_s100_AB07 3265 100000 591 376 346 370 347 100000 100001 100001 235 222 100001
mcs30_b09_s100_AB08 2234 100000 308 179 144 151 141 100000 100001 100001 165 163 100001
mcs30_b09_s100_AB09 2899 100000 276 172 142 156 138 100000 100000 100001 151 163 100001
mcs30_b09_s35_AB00 3 5 5 5 6 8 6 2 3 6 38 11 6
mcs30_b09_s35_AB01 5 19 5 7 7 9 8 7 7 7 28 27 8
mcs30_b09_s35_AB02 5 3 6 6 7 10 8 3 4 6 39 23 6
mcs30_b09_s35_AB03 5 12 7 6 7 9 8 5 5 8 20 35 7
mcs30_b09_s35_AB04 4 8 5 6 7 9 6 5 5 7 18 26 6
mcs30_b09_s35_AB05 5 15 5 7 8 9 8 6 6 8 34 20 7
mcs30_b09_s35_AB06 4 10 8 6 7 7 7 3 4 5 46 42 6
mcs30_b09_s35_AB07 2 2 5 5 7 8 7 1 3 4 21 27 4
mcs30_b09_s35_AB08 5 7 5 7 7 9 7 3 4 6 36 22 6
mcs30_b09_s35_AB09 5 11 7 7 7 10 8 4 6 8 28 61 8
mcs30_b09_s40_AB00 29 163 12 13 14 16 14 72 49 60 36 49 49
mcs30_b09_s40_AB01 10 39 8 11 12 14 12 15 13 19 28 43 14
mcs30_b09_s40_AB02 9 19 9 11 11 12 10 8 8 13 24 24 9
mcs30_b09_s40_AB03 15 69 9 12 12 16 13 36 31 32 43 30 32
mcs30_b09_s40_AB04 17 48 10 12 13 15 13 23 26 24 37 36 26
mcs30_b09_s40_AB05 14 47 8 12 12 11 11 26 26 26 21 39 26
mcs30_b09_s40_AB06 8 30 8 9 10 13 9 22 23 28 37 39 26
mcs30_b09_s40_AB07 8 14 8 8 11 12 10 12 13 15 35 25 16
mcs30_b09_s40_AB08 9 23 8 9 8 11 11 11 12 10 27 25 11
mcs30_b09_s40_AB09 13 41 8 11 12 14 12 26 26 26 29 27 25
mcs30_b09_s50_AB00 125 821 32 29 31 29 31 335 287 171 42 69 234
mcs30_b09_s50_AB01 422 1995 78 48 48 49 49 776 577 558 74 62 564
mcs30_b09_s50_AB02 672 3360 112 68 67 73 62 738 757 758 70 76 761
mcs30_b09_s50_AB03 682 2395 113 68 64 78 66 890 865 671 108 79 666
mcs30_b09_s50_AB04 292 1250 53 47 43 45 39 522 361 487 56 45 361
mcs30_b09_s50_AB05 157 334 37 30 31 37 32 96 71 72 54 42 80
mcs30_b09_s50_AB06 81 244 26 24 25 27 25 90 62 50 44 30 67
mcs30_b09_s50_AB07 200 781 41 32 31 37 32 664 638 690 47 49 665
mcs30_b09_s50_AB08 812 3497 122 78 73 77 71 1087 1058 997 92 107 960
mcs30_b09_s50_AB09 87 514 27 25 25 36 24 268 225 194 43 39 196
mcs30_b09_s60_AB00 43 481 19 19 19 23 19 386 348 286 36 31 316
mcs30_b09_s60_AB01 27 345 14 15 17 16 15 129 133 133 33 40 134
mcs30_b09_s60_AB02 27 478 12 13 16 18 16 350 349 348 41 29 340
mcs30_b09_s60_AB03 68 478 22 20 23 24 21 239 230 240 41 44 248
mcs30_b09_s60_AB04 28 587 15 16 17 16 17 529 539 538 24 27 517
mcs30_b09_s60_AB05 32 720 15 16 18 20 17 227 226 227 31 52 223
mcs30_b09_s60_AB06 60 1104 18 18 19 23 20 839 879 820 32 35 894
mcs30_b09_s60_AB07 39 638 16 18 20 20 18 212 211 213 34 38 222
mcs30_b09_s60_AB08 127 814 31 26 30 33 25 687 689 698 73 47 719
mcs30_b09_s60_AB09 58 1587 17 18 18 21 20 708 690 749 34 29 706
mcs30_b09_s70_AB00 218 4515 53 43 46 45 44 2142 2089 1956 42 42 1972
mcs30_b09_s70_AB01 695 7504 110 69 61 68 65 3939 3252 3438 76 98 4465
mcs30_b09_s70_AB02 211 4062 40 36 42 46 40 1521 1492 1790 54 66 1880
mcs30_b09_s70_AB03 325 6254 62 45 45 46 42 2599 2657 2623 52 47 2594
mcs30_b09_s70_AB04 642 5021 88 60 65 69 60 3381 3350 3444 61 82 3451
mcs30_b09_s70_AB05 1235 7783 162 103 85 84 83 4027 3970 3994 99 106 4019
mcs30_b09_s70_AB06 492 7440 93 64 56 56 60 1318 1346 1404 72 64 1324
mcs30_b09_s70_AB07 738 12124 121 76 67 74 66 8549 8420 7922 77 102 7987
mcs30_b09_s70_AB08 458 16866 82 53 50 64 49 8880 8879 9926 77 59 8853
mcs30_b09_s70_AB09 1028 16193 141 103 84 89 82 7649 7741 7663 98 99 7691
mcs30_b09_s80_AB00 14577 100000 1633 858 648 654 644 43822 55883 42570 762 771 41765
mcs30_b09_s80_AB01 11023 100000 1307 628 453 482 457 52352 53954 51158 600 607 52364
mcs30_b09_s80_AB02 24618 94596 1345 746 541 553 548 26027 20446 19906 628 634 19734
mcs30_b09_s80_AB03 12888 100000 1327 690 512 519 513 100000 100001 81845 653 646 81841
mcs30_b09_s80_AB04 15942 100000 1877 975 714 723 718 63286 58476 56965 865 872 59001
mcs30_b09_s80_AB05 12477 100000 1591 830 599 618 596 89006 66599 67670 776 766 67154
mcs30_b09_s80_AB06 10469 96820 1180 612 457 465 450 42237 31420 31681 570 569 31035
mcs30_b09_s80_AB07 15253 77194 1925 1010 723 748 728 21711 13816 14136 888 880 14033
mcs30_b09_s80_AB08 2738 100000 393 245 191 215 196 28586 24063 24016 198 205 22178
mcs30_b09_s80_AB09 37270 100000 4377 2223 1589 1614 1588 69604 61072 61528 2027 2036 60978
mcs30_b09_s90_AB00 100000 100000 100001 100001 99096 100034 99197 100000 100001 100001 100000 100000 100001
mcs30_b09_s90_AB01 99554 100000 9622 4880 3979 4010 3994 100000 100000 100001 5503 5489 100001
mcs30_b09_s90_AB02 36933 100000 4567 2344 1669 1721 1667 100000 97708 94675 1983 2016 94851
mcs30_b09_s90_AB03 100000 100000 100002 100002 100003 100021 100003 100000 100000 100001 100000 100000 100001
mcs30_b09_s90_AB04 100000 100000 100001 53783 44355 44327 44243 100000 100000 100001 65199 65229 100001
mcs30_b09_s90_AB05 100000 100000 49317 25183 21708 21690 21728 100000 100001 100001 28080 28080 100001
mcs30_b09_s90_AB06 100000 100000 100001 59274 52941 62069 52987 100000 100000 100002 66110 67153 100001
mcs30_b09_s90_AB07 100001 100000 65824 32967 26842 27106 26869 100000 100001 100002 38114 38294 100001
mcs30_b09_s90_AB08 100000 100000 100001 85055 71247 71240 70650 100000 100001 100001 100000 99027 100001
mcs30_b09_s90_AB09 100000 100000 100001 100001 89512 97130 89493 100000 100001 100002 100000 100000 100001
mcs30_b09m_s100_AB00 417 100000 76 62 56 60 68 100000 100000 100001 80 67 100001
mcs30_b09m_s100_AB01 3464 100000 389 228 177 192 173 100000 100001 100001 209 198 100001
mcs30_b09m_s100_AB02 2934 100000 384 225 179 193 190 100000 100000 100001 198 209 100001
mcs30_b09m_s100_AB03 4980 100000 589 360 265 297 266 100000 100000 100001 296 319 100000
mcs30_b09m_s100_AB04 5709 100000 732 398 314 316 309 100000 100000 100001 355 364 100001
mcs30_b09m_s100_AB05 3890 100000 501 287 207 245 208 100000 100000 100001 269 267 100001
mcs30_b09m_s100_AB06 623 100000 104 73 67 68 68 100000 100001 100001 74 83 100001
mcs30_b09m_s100_AB07 2076 100000 279 177 145 153 136 100000 100001 100001 142 147 100001
mcs30_b09m_s100_AB08 240 40591 32 34 35 40 44 37952 38036 37940 35 42 38237
mcs30_b09m_s100_AB09 1268 100000 186 115 95 114 95 26260 26321 26440 118 102 26158
mcs30_b09m_s35_AB00 5 13 6 7 8 9 8 5 5 6 24 29 6
mcs30_b09m_s35_AB01 5 10 5 5 7 9 7 4 4 5 22 24 5
mcs30_b09m_s35_AB02 5 7 8 7 8 11 8 4 5 7 23 30 9
mcs30_b09m_s35_AB03 6 10 5 7 8 10 8 2 3 6 22 24 5
mcs30_b09m_s35_AB04 5 8 5 7 7 10 9 4 4 6 53 14 6
mcs30_b09m_s35_AB05 5 15 6 6 8 10 7 7 8 9 21 29 9
mcs30_b09m_s35_AB06 4 10 5 6 7 9 7 5 5 5 23 28 6
mcs30_b09m_s35_AB07 6 20 7 7 8 10 7 9 9 8 17 32 8
mcs30_b09m_s35_AB08 5 16 6 8 9 9 7 9 10 11 22 25 10
mcs30_b09m_s35_AB09 4 11 5 7 7 10 7 6 4 6 21 21 6
mcs30_b09m_s40_AB00 8 52 8 8 10 12 11 7 6 9 39 34 17
mcs30_b09m_s40_AB01 19 99 10 11 13 14 13 36 36 33 33 36 33
mcs30_b09m_s40_AB02 31 139 13 14 16 17 18 98 97 101 35 32 105
mcs30_b09m_s40_AB03 49 166 16 17 17 19 19 55 47 43 44 44 50
mcs30_b09m_s40_AB04 12 31 9 8 11 13 12 19 17 21 31 38 21
mcs30_b09m_s40_AB05 9 21 7 9 10 13 10 8 6 9 32 33 9
mcs30_b09m_s40_AB06 14 47 9 11 13 15 12 27 22 27 26 48 23
mcs30_b09m_s40_AB07 10 72 7 10 11 12 10 34 31 31 24 35 35
mcs30_b09m_s40_AB08 16 60 10 11 13 15 12 19 23 29 27 35 19
mcs30_b09m_s40_AB09 10 40 8 11 9 12 11 12 8 14 28 18 10
mcs30_b09m_s50_AB00 630 2076 100 63 58 57 62 1238 1285 1399 77 86 1207
mcs30_b09m_s50_AB01 363 1039 73 50 47 56 49 314 283 296 58 59 263
mcs30_b09m_s50_AB02 51 254 19 20 20 23 21 94 78 79 40 32 81
mcs30_b09m_s50_AB03 1392 4350 199 113 94 99 90 1051 722 587 126 137 714
mcs30_b09m_s50_AB04 308 1457 59 43 44 44 49 537 356 326 51 61 326
mcs30_b09m_s50_AB05 724 3093 110 74 62 75 71 1563 1350 1302 91 89 1294
mcs30_b09m_s50_AB06 77 319 25 22 23 27 24 136 124 110 43 39 96
mcs30_b09m_s50_AB07 450 980 86 55 50 67 52 455 435 382 53 67 381
mcs30_b09m_s50_AB08 154 597 34 30 30 31 32 280 214 200 38 52 206
mcs30_b09m_s50_AB09 457 951 72 51 48 48 47 515 460 415 81 65 416
mcs30_b09m_s60_AB00 30 702 15 17 18 19 17 236 212 236 28 31 221
mcs30_b09m_s60_AB01 40 749 17 16 20 22 19 335 347 341 32 30 339
mcs30_b09m_s60_AB02 155 1941 32 25 35 29 31 612 665 681 43 46 564
mcs30_b09m_s60_AB03 160 1054 33 27 27 28 28 546 513 545 62 46 546
mcs30_b09m_s60_AB04 25 347 13 15 17 18 13 243 239 212 31 20 228
mcs30_b09m_s60_AB05 187 1981 40 30 33 36 32 574 539 646 36 42 544
mcs30_b09m_s60_AB06 45 529 17 19 20 19 19 254 236 234 40 26 270
mcs30_b09m_s60_AB07 86 416 18 18 23 21 22 202 202 216 42 36 210
mcs30_b09m_s60_AB08 24 458 12 13 14 18 15 259 253 288 31 28 264
mcs30_b09m_s60_AB09 51 862 19 20 19 22 21 445 427 444 27 40 404
mcs30_b09m_s70_AB00 2099 12240 239 135 110 125 111 4713 3038 3076 149 132 2969
mcs30_b09m_s70_AB01 323 4571 48 40 41 47 44 2214 2225 1816 44 51 2145
mcs30_b09m_s70_AB02 3866 11258 307 178 144 161 142 5250 5487 6074 183 180 5194
mcs30_b09m_s70_AB03 722 10844 103 69 62 70 63 7504 7471 5146 103 81 5768
mcs30_b09m_s70_AB04 409 7394 64 47 44 54 48 2701 1804 1813 51 77 1750
mcs30_b09m_s70_AB05 791 5873 113 76 72 71 73 2189 2131 2016 79 80 2170
mcs30_b09m_s70_AB06 1944 11111 280 158 121 141 124 8269 8268 8240 151 171 8234
mcs30_b09m_s70_AB07 501 6587 86 63 55 63 61 5026 4551 4666 62 62 4185
mcs30_b09m_s70_AB08 527 5528 65 47 50 61 48 1117 1025 1057 65 71 1010
mcs30_b09m_s70_AB09 1809 14569 239 138 110 143 111 5189 4651 4667 156 143 4661
mcs30_b09m_s80_AB00 39150 100000 4866 2488 1770 1789 1771 100000 100001 100003 2329 2325 100003
mcs30_b09m_s80_AB01 55635 100000 5804 3064 2102 2111 2104 79438 54309 53086 2698 2691 60292
mcs30_b09m_s80_AB02 7963 85586 1031 554 436 441 437 15506 13804 14060 498 516 13870
mcs30_b09m_s80_AB03 15660 62279 1467 785 596 600 602 49703 47000 49199 682 698 49541
mcs30_b09m_s80_AB04 24069 100000 3192 1595 1098 1140 1089 100000 65268 65581 1340 1403 64493
mcs30_b09m_s80_AB05 27271 100000 3404 1730 1255 1250 1231 100001 100001 100002 1593 1558 100002
mcs30_b09m_s80_AB06 29491 100000 3401 1770 1284 1286 1297 100001 100001 100002 1579 1613 100002
mcs30_b09m_s80_AB07 11077 35541 953 518 387 399 383 18881 18888 17790 456 481 16654
mcs30_b09m_s80_AB08 31141 100000 3043 1568 1109 1141 1110 100000 100001 100001 1427 1387 100002
mcs30_b09m_s80_AB09 5081 44285 646 372 274 281 281 17145 13900 11771 327 338 12215
mcs30_b09m_s90_AB00 100000 100000 100002 79065 64452 65314 65024 100000 100000 100001 95137 95419 100001
mcs30_b09m_s90_AB01 100000 100000 100001 60267 49531 49517 49328 100000 100000 100001 71287 71709 100001
mcs30_b09m_s90_AB02 100000 100000 66465 33757 24626 25952 24632 100000 100000 100001 28975 28740 100001
mcs30_b09m_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100000 100001
mcs30_b09m_s90_AB04 100000 100000 100001 100002 100003 100025 100002 100000 100000 100001 100000 100000 100001
mcs30_b09m_s90_AB05 100000 100000 95181 47597 39079 38946 38980 100000 100000 100001 55261 55311 100001
mcs30_b09m_s90_AB06 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs30_b09m_s90_AB07 100000 100000 100001 87756 71259 71386 71372 100000 100000 100001 100000 100000 100001
mcs30_b09m_s90_AB08 100000 100000 16925 8653 7105 7110 7052 100001 100001 100002 9676 9654 100002
mcs30_b09m_s90_AB09 100000 100000 100001 100002 100010 100006 100004 100000 100000 100001 100000 100000 100001
mcs30_m2D_s100_AB00 100000 100000 23450 13839 13240 12274 13426 100000 100002 100001 9752 9606 100001
mcs30_m2D_s100_AB01 100000 100000 8217 3318 1892 2139 1909 100000 100000 100001 1871 2231 100001
mcs30_m2D_s100_AB02 100000 100000 16068 8749 5879 6786 5945 100000 100000 100001 7085 6853 100001
mcs30_m2D_s100_AB03 100000 100000 100001 60376 42954 44276 43007 100000 100001 100001 53250 53464 100001
mcs30_m2D_s100_AB04 40357 100000 1166 1039 547 539 486 100000 100001 100001 430 300 100001
mcs30_m2D_s100_AB05 100000 100000 50115 26117 19532 19351 19316 100000 100000 100001 22040 22245 100001
mcs30_m2D_s100_AB06 56791 100000 7379 4004 2875 3180 2881 100000 100000 100001 3294 3348 100001
mcs30_m2D_s100_AB07 100000 100000 69013 35076 28283 28103 26246 100000 100000 100001 32220 32022 100001
mcs30_m2D_s100_AB08 100000 100000 26991 19744 12309 10609 12638 100000 100000 100001 7969 8120 100002
mcs30_m2D_s100_AB09 39793 100000 3951 2603 2457 1321 2380 100000 100000 100001 1318 1344 100001
mcs30_m2D_s30_AB00 3 9 4 5 6 7 6 8 8 11 37 28 10
mcs30_m2D_s30_AB01 3 1 5 4 4 7 6 1 2 5 17 41 4
mcs30_m2D_s30_AB02 2 2 4 6 5 9 5 1 2 5 12 24 5
mcs30_m2D_s30_AB03 2 0 4 4 6 7 6 1 2 4 24 11 5
mcs30_m2D_s30_AB04 2 0 4 5 5 8 6 1 2 5 22 19 5
mcs30_m2D_s30_AB05 3 3 5 5 5 8 6 2 3 6 21 24 6
mcs30_m2D_s30_AB06 3 3 5 5 6 9 7 4 5 6 11 25 6
mcs30_m2D_s30_AB07 3 5 6 4 6 7 6 3 4 5 30 20 5
mcs30_m2D_s30_AB08 4 4 4 5 6 8 7 1 2 5 27 24 5
mcs30_m2D_s30_AB09 2 0 3 5 6 8 6 1 2 3 26 23 4
mcs30_m2D_s50_AB00 2485 16207 229 137 117 115 116 1605 1314 1014 138 129 1115
mcs30_m2D_s50_AB01 623 14996 107 77 74 81 72 2360 1909 1334 74 87 1837
mcs30_m2D_s50_AB02 391 989 77 61 66 67 65 187 200 157 68 77 181
mcs30_m2D_s50_AB03 25263 13299 2325 1313 1095 1311 1087 1540 1049 1198 1162 1206 1133
mcs30_m2D_s50_AB04 9197 7189 1040 563 399 397 390 1614 1204 980 547 567 878
mcs30_m2D_s50_AB05 5271 3845 518 289 216 225 224 474 391 388 297 284 397
mcs30_m2D_s50_AB06 55932 7445 5738 2976 2206 2188 2152 1390 1174 779 3010 3029 659
mcs30_m2D_s50_AB07 8502 15608 737 423 286 311 295 4607 4435 4563 382 382 4541
mcs30_m2D_s50_AB08 2033 30628 318 206 166 189 162 11358 4394 2364 146 162 3363
mcs30_m2D_s50_AB09 100000 42863 14633 7404 5191 5180 5176 9365 6955 5600 7569 7448 6171
mcs30_m2D_s60_AB00 922 18750 124 75 64 76 61 5781 5706 5743 83 72 6368
mcs30_m2D_s60_AB01 536 4400 78 49 47 57 49 2229 2460 2029 72 69 1983
mcs30_m2D_s60_AB02 211 5136 40 32 35 43 34 3095 2973 2970 53 53 3059
mcs30_m2D_s60_AB03 4785 16607 668 391 289 353 282 12160 9676 9270 327 309 9553
mcs30_m2D_s60_AB04 394 1712 50 39 40 46 37 816 830 731 49 46 805
mcs30_m2D_s60_AB05 770 126 75 55 45 52 44 69 73 86 43 71 71
mcs30_m2D_s60_AB06 141 4626 45 32 31 35 29 2193 2537 1999 38 54 1973
mcs30_m2D_s60_AB07 1794 11968 238 188 146 149 144 3948 3962 4059 143 144 3951
mcs30_m2D_s60_AB08 917 8110 105 72 64 77 70 3978 4147 4073 91 81 4112
mcs30_m2D_s60_AB09 91 6621 27 27 28 32 31 1271 965 974 50 47 981
mcs30_m2D_s70_AB00 1008 6734 62 47 49 53 51 2545 1569 2297 47 53 1992
mcs30_m2D_s70_AB01 100000 20478 17050 8686 6667 6828 6648 8058 7839 7663 8258 8267 7971
mcs30_m2D_s70_AB02 75982 100000 8909 4996 3955 4522 3926 100000 100000 100001 4292 4530 100001
mcs30_m2D_s70_AB03 119 64594 38 36 39 44 39 38721 36201 37282 53 39 32540
mcs30_m2D_s70_AB04 43558 100000 6087 3485 2627 2453 2631 100000 100000 100002 2543 2615 100001
mcs30_m2D_s70_AB05 60949 59554 6918 3467 2698 2676 2697 34357 34699 35122 3051 3118 32496
mcs30_m2D_s70_AB06 100000 100000 21236 11001 7989 7852 8018 100000 100001 100001 10264 10266 100001
mcs30_m2D_s70_AB07 22126 100000 2255 939 831 663 851 62214 68255 60867 684 708 64564
mcs30_m2D_s70_AB08 3980 35043 373 256 247 273 234 13993 14556 14943 187 178 14021
mcs30_m2D_s70_AB09 100000 100000 15600 7957 5924 5833 5862 100000 100000 100001 7874 7853 100001
mcs30_m2D_s80_AB00 100000 100000 100001 100001 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs30_m2D_s80_AB01 100000 100000 100001 100002 100003 100004 100004 100001 100001 100001 100000 100000 100001
mcs30_m2D_s80_AB02 100000 100000 100001 100001 100003 100004 100003 100000 100000 100001 100000 100000 100001
mcs30_m2D_s80_AB03 100000 100000 100001 100002 100003 100004 100002 100000 100000 100001 100000 100000 100001
mcs30_m2D_s80_AB04 100000 100000 100001 100001 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs30_m2D_s80_AB05 100000 100000 100001 100008 76513 76155 76318 100000 100000 100001 93234 92350 100001
mcs30_m2D_s80_AB06 100000 100000 29524 15739 14165 14826 14045 100000 100000 100001 13598 13508 100001
mcs30_m2D_s80_AB07 100000 100000 100001 100001 100003 100037 100003 100000 100000 100001 100000 100000 100001
mcs30_m2D_s80_AB08 100000 100000 100001 100001 100013 100033 100013 100000 100001 100001 100000 100000 100001
mcs30_m2D_s80_AB09 100000 100000 100001 100002 100003 100004 100003 100000 100001 100001 100000 100000 100001
mcs30_m2D_s90_AB00 100000 100000 100001 100001 100003 100005 100003 100000 100001 100001 100000 100001 100001
mcs30_m2D_s90_AB01 100000 100000 100001 100002 100003 100010 100004 100000 100000 100001 100000 100001 100001
mcs30_m2D_s90_AB02 100000 100000 100001 100002 100004 100004 100004 100000 100001 100001 100000 100001 100001
mcs30_m2D_s90_AB03 100000 100000 100001 100002 100003 100006 100003 100000 100001 100002 100001 100000 100002
mcs30_m2D_s90_AB04 100000 100000 100001 100002 100003 100005 100003 100000 100001 100002 100000 100001 100002
mcs30_m2D_s90_AB05 100000 100000 100001 100002 100003 100004 100003 100001 100001 100001 100000 100000 100001
mcs30_m2D_s90_AB06 100000 100000 100001 100001 100003 100018 100003 100000 100001 100002 100000 100000 100002
